X,Y,OBJECTID,SchoolCode,OrganizationId,SchoolName,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
1988969.461,321276.1236,5314,1884,100358,Legacy High School,,11801,123,Educational Service District 123,3017,Kennewick School District,6,12,6,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"4624 W 10th Ave, KENNEWICK, Washington, 99338","4624 W 10th Ave, KENNEWICK, Washington, 99338",Paul  Osborne,paul.osborne@ksd.org,509.222.6552,46.206019,-119.123262,Benton,4,8
1988483.836,321505.4463,5315,1941,103866,Mid-Columbia Parent Partnership,,11801,123,Educational Service District 123,3017,Kennewick School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"5980 W 12th Ave, KENNEWICK, Washington, 99338","5980 W 12th Ave, KENNEWICK, Washington, 99338",Carrie  Deforest,carrie.deforest@ksd.org,509.222.5036,46.206671,-119.125164,Benton,4,8
1895913.742,343221.8868,5319,4217,100391,Kiona-Benton Intermediate School,,11801,123,Educational Service District 123,3052,Kiona-Benton City School District,3,5,3,5, Public School,P,Public School,Elementary School,"913 Horne Drive, Benton City, Washington, 99320-9705","1105 Dale Aveune, Benton City, Washington, 99320-9705",C.D.  Williams,cwilliams@kibesd.org,509.588.2078,46.270055,-119.489666,Benton,4,16
1949726.703,344802.5877,5436,4295,100422,Rivers Edge High School,,11801,123,Educational Service District 123,3400,Richland School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"975 Gillespie, Richland, Washington, 99352-0000","975 Gillespie, Richland, Washington, 99352-0000",Dan  Chubb,Dan.Chubb@RSD.EDU,509.967.6450,46.2723,-119.2768,Benton,4,8
1945145.808,352503.1127,5437,5165,104890,Three Rivers Home Link,,11801,123,Educational Service District 123,3400,Richland School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"1710 Van Giesen, Richland, Washington, 99352","1710 Van Giesen, Richland, Washington, 99352",Tyler  Reeser,Tyler.Reeser@rsd.edu,509.967.6450,46.29360784,-119.2944476,Benton,4,8
1929733.226,349871.2702,5512,3926,100419,Enterprise Middle School,,11801,123,Educational Service District 123,3400,Richland School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"5200 Paradise Way, West Richland, Washington, 99353","5200 Paradise Way, West Richland, Washington, 99353",Jennifer  Klauss,Jennifer.Klauss@rsd.edu,509.967.6200,46.287021,-119.355565,Benton,4,8
2007151.473,298935.1893,5555,3078,100394,Finley Elementary,,11801,123,Educational Service District 123,3053,Finley School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"213504 E COUGAR RD, KENNEWICK, Washington, 99337-7203","213504 E COUGAR RD, KENNEWICK, Washington, 99337-7203",Pam  Kinne,pkinne@finleysd.org,509.586.7577,46.143871,-119.053079,Benton,4,16
2011753.406,303048.123,5556,4031,100395,Finley Middle School,,11801,123,Educational Service District 123,3053,Finley School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"37208 S FINLEY RD, KENNEWICK, Washington, 99337-7574","37208 S FINLEY RD, KENNEWICK, Washington, 99337-7574",Michael  Harrington,mharrington@finleysd.org,509.586.7561,46.154915,-119.034625,Benton,4,16
1951796.43,364226.5751,5677,3833,100417,Hanford High School,,11801,123,Educational Service District 123,3400,Richland School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"450 Hanford Street, Richland, Washington, 99352-0000","450 Hanford Street, Richland, Washington, 99352-0000",Tory  Christensen,Tory.Christensen@rsd.edu,509.967.6500,46.325471,-119.267416,Benton,4,8
1977356.696,325574.7689,5695,3077,100364,Hawthorne Elementary School - Kennewick,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3520 WEST JOHN DAY AVENUE, KENNEWICK, Washington, 99336-2456","3520 WEST JOHN DAY AVENUE, KENNEWICK, Washington, 99336-2456",Craig  Miller,craig.miller@ksd.org,509.222.6509,46.218352,-119.168836,Benton,4,8
1975268.549,320793.2939,5724,3267,100366,Highlands Middle School,,11801,123,Educational Service District 123,3017,Kennewick School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"425 SOUTH TWEEDT STREET, KENNEWICK, Washington, 99336-4399","425 SOUTH TWEEDT STREET, KENNEWICK, Washington, 99336-4399",Lori  McCord,lori.mccord@ksd.org,509.222.6700,46.205338,-119.177401,Benton,4,8
1982438.238,310828.701,5749,4429,100382,Horse Heaven Hills Middle School,,11801,123,Educational Service District 123,3017,Kennewick School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"3500 SOUTH VANCOUVER STREET, KENNEWICK, Washington, 99337-3749","3500 SOUTH VANCOUVER STREET, KENNEWICK, Washington, 99337-3749",Mary  Isley,mary.isley@ksd.org,509.222.6404,46.177683,-119.149761,Benton,4,8
1829577.513,320083.3278,5751,2906,100401,Housel Middle School,,11801,123,Educational Service District 123,3116,Prosser School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"2001 Highland Dr., Prosser, Washington, 99350-1597","2001 Highland Drive, Prosser, Washington, 99350-1597",Michael   Denny,michael.denny@prosserschools.org,509.786.1732,46.208633,-119.752837,Benton,4,16
1945000.877,353153.9447,5784,2786,100413,Jason Lee Elementary School,,11801,123,Educational Service District 123,3400,Richland School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1750 McMurray, Richland, Washington, 99352-0000","1750 McMurray, Richland, Washington, 99352-0000",Deborah  Whitney,Deborah.Whitney@rsd.edu,509.967.6475,46.29539846,-119.2949816,Benton,4,8
1950653.699,352467.7693,5791,2642,100406,Jefferson Elementary,,11801,123,Educational Service District 123,3400,Richland School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1550 George Washington Way, Richland, Washington, 99352-0000","1550 George Washington Way, Richland, Washington, 99352-0000",Bobbi  Buttars,Bobbi.Buttars@rsd.edu,509.967.6250,46.293278,-119.272663,Benton,4,8
1972484.74,325019.0115,5814,3731,100370,Kamiakin High School,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"600 NORTH ARTHUR STREET, KENNEWICK, Washington, 99336-2196","600 NORTH ARTHUR STREET, KENNEWICK, Washington, 99336-2196",Chris  Chelin,Chris.Chelin@ksd.org,509.222.6478,46.217052,-119.188117,Benton,4,8
1823944.545,317154.9409,5818,2195,100398,Keene-Riverview Elementary,,11801,123,Educational Service District 123,3116,Prosser School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"832 Park Ave., Prosser, Washington, 99350-0000","832 Park Ave., Prosser, Washington, 99350-0000",Jessie  Wilson,jessie.wilson@prosserschools.org,509.786.2020,46.200747,-119.775192,Benton,4,16
1988788.979,320445.0725,5828,2826,100363,Kennewick High School,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"201 S Garfield St, Kennewick, Washington, 99336","201 S Garfield St, Kennewick, Washington, 99336",Ron  King,ron.king@ksd.org,509.222.7100,46.203749,-119.124032,Benton,4,8
1895913.742,343221.8868,5846,2759,100388,Kiona-Benton City Primary School,,11801,123,Educational Service District 123,3052,Kiona-Benton City School District,PK,2,-1,2," Public School, Regular School",P,Public School,Elementary School,"913 Horne Drive, Benton City, Washington, 99320-9705","1105 Dae Avenue, Benton City, Washington, 99320",Kristine  Hanson,khanson@kibesd.org,509.588.2090,46.270055,-119.489666,Benton,4,16
1893757.324,345581.2768,5847,2904,100389,Kiona-Benton City High School,,11801,123,Educational Service District 123,3052,Kiona-Benton City School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1205 Horne Drive, Benton City, Washington, 99320-9705","1105 Dale Avenue, Benton City, Washington, 99320-9705",Clay  Henry,chenry@kibesd.org,509.588.2142,46.2766,-119.498074,Benton,4,16
1895913.742,343221.8868,5848,3961,100390,Kiona-Benton City Middle School,,11801,123,Educational Service District 123,3052,Kiona-Benton City School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"913 Horne Drive, Benton City, Washington, 99320-9705","1105 Dale Avenue, Benton City, Washington, 99320-9705",Chuck  Feth,cfeth@kibesd.org,509.588.2042,46.270055,-119.489666,Benton,4,16
1987006.001,321814.9116,5906,4418,100381,Amistad Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"123 S Kent St, KENNEWICK, Washington, 99336-6061","123 S Kent St, KENNEWICK, Washington, 99336-6061",Andy  Woehler,andy.woehler@ksd.org,509.222.5100,46.20759,-119.130979,Benton,4,8
1925834.716,347893.6327,5935,4060,100421,Badger Mountain Elementary,,11801,123,Educational Service District 123,3400,Richland School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1515 Elementary Street, Richland, Washington, 99352-0000","1515 Elementary Street, Richland, Washington, 99352-0000",Shana Borms Ledbetter,Shana.Borms@rsd.edu,509.967.6225,46.2817524,-119.3710962,Benton,4,8
1946667.874,345225.8507,6020,2721,100411,Carmichael Middle School,,11801,123,Educational Service District 123,3400,Richland School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"620 Thayer Drive, Richland, Washington, 99352-0000","620 Thayer Drive, Richland, Washington, 99352-0000",Brian  Stadleman,Brian.Stadleman@rsd.edu,509.967.6425,46.27359,-119.288869,Benton,4,8
1986043.429,314635.9853,6025,4072,100375,Canyon View Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1229 WEST 22ND PLACE, KENNEWICK, Washington, 99337-4224","1229 WEST 22ND PLACE, KENNEWICK, Washington, 99337-4224",Mark  Stephens,mark.stephens@ksd.org,509.222.6480,46.187952,-119.135271,Benton,4,8
1988424.277,308904.2717,6040,4202,100380,Cascade Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"505 SOUTH HIGHLAND DRIVE, KENNEWICK, Washington, 99337-5112","505 SOUTH HIGHLAND DRIVE, KENNEWICK, Washington, 99337-5112",Julie  Nelson,julie.c.nelson@ksd.org,509.222.5304,46.172123,-119.126266,Benton,4,8
1948087.264,353428.3822,6114,2785,100412,Chief Joseph Middle School,,11801,123,Educational Service District 123,3400,Richland School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"504 Wilson, Richland, Washington, 99352-0000","504 Wilson, Richland, Washington, 99352-0000",Kevin  Norris,Kevin.Norris@rsd.edu,509.967.6400,46.296021,-119.282756,Benton,4,8
1994037.559,318353.4116,6251,2824,100361,Eastgate Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"910 EAST 10TH AVENUE, KENNEWICK, Washington, 99336-5926","910 EAST 10TH AVENUE, KENNEWICK, Washington, 99336-5926",Brittany  Mercer,brittany.mercer@ksd.org,509.222.6521,46.197761,-119.103452,Benton,4,8
1972092.577,321788.4612,6264,3315,100367,Edison Elementary School - Kennewick,,11801,123,Educational Service District 123,3017,Kennewick School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"201 SOUTH DAWES STREET, KENNEWICK, Washington, 99336-2047","201 SOUTH DAWES STREET, KENNEWICK, Washington, 99336-2047",Mia  Shindehite,mia.shindehite@ksd.org,509.222.5504,46.208212,-119.189878,Benton,4,8
1985726.652,320957.5514,6273,5106,104484,Phoenix High School,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"3520 Southridge Boulevard, Kennewick, Washington, 99338","3520 Southridge Boulevard, Kennewick, Washington, 99338",Jill  Mulhausen,jill.mulhausen@ksd.org,509.222.6039,46.2053,-119.13609,Benton,4,8
1828229.022,318944.5214,6311,2508,100399,Prosser High School,,11801,123,Educational Service District 123,3116,Prosser School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1203 Prosser Ave., Prosser, Washington, 99350-1430","1203 Prosser Ave., Prosser, Washington, 99350-1430",Kevin  Lusk,kevin.lusk@prosserschools.org,509.786.1224,46.20554511,-119.7582055,Benton,4,16
1826311.464,318261.0093,6312,3316,100402,Prosser Heights Elementary,,11801,123,Educational Service District 123,3116,Prosser School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"2008 Miller Ave., Prosser, Washington, 99350-1535","2008 Miller Ave., Prosser, Washington, 99350-1535",Sally  Juzeler,sally.juzeler@prosserschools.org,509.786.2633,46.20372,-119.765804,Benton,4,16
1946821.471,346964.9292,6345,3511,100415,Richland High School,,11801,123,Educational Service District 123,3400,Richland School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"930 Long Ave, Richland, Washington, 99352-0000","930 Long Ave, Richland, Washington, 99352-0000",Tim  Praino,Tim.Praino@rsd.edu,509.967.6535,46.278352,-119.288156,Benton,4,8
1945358.337,345454.3653,6346,2001,100404,Special Programs,,11801,123,Educational Service District 123,3400,Richland School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"615 Snow Ave., Richland, Washington, 99352-0000","615 Snow Ave., Richland, Washington, 99352-0000",Mandy  Cathey,Mandy.Cathey@rsd.edu,509.967.6050,46.2742716,-119.2940333,Benton,4,8
1965235.858,317297.7963,6347,4446,100383,Ridge View Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"7001 WEST 13TH AVENUE, KENNEWICK, Washington, 99338-1339","7001 WEST 13TH AVENUE, KENNEWICK, Washington, 99338-1339",Naomi  Puckett,naomi.puckett@ksd.org,509.222.5804,46.196208,-119.217246,Benton,4,8
2011090.282,303160.9125,6358,2367,100393,River View High School,,11801,123,Educational Service District 123,3053,Finley School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"36509 S LEMON DR, KENNEWICK, Washington, 99337-9180","36509 S LEMON DR, KENNEWICK, Washington, 99337-9180",Chris  Davis,chdavis@finleysd.org,509.582.2158,46.155258,-119.037233,Benton,4,16
1949752.236,357874.3608,6396,3732,100416,Sacajawea Elementary,,11801,123,Educational Service District 123,3400,Richland School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"535 Fuller St., Richland, Washington, 99352-0000","535 Fuller St., Richland, Washington, 99352-0000",Kindra  Clayton,Kindra.Clayton@rsd.edu,509.967.6325,46.30814095,-119.2758969,Benton,4,8
1978430.24,315480.0713,6503,4073,100376,Southgate Elementary School,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3121 WEST 19TH AVENUE, KENNEWICK, Washington, 99337-2399","3121 WEST 19TH AVENUE, KENNEWICK, Washington, 99337-2399",Bob  Smart,bob.smart@ksd.org,509.222.6489,46.19062363,-119.1652703,Benton,4,8
1970964.903,311237.7061,6504,4484,100384,Southridge High School,,11801,123,Educational Service District 123,3017,Kennewick School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"3320 Southridge Boulevard, KENNEWICK, Washington, 99338-1976","3320 Southridge Boulevard, KENNEWICK, Washington, 99338-1976",Molly  Hamaker-Teals,molly.hamaker-teals@ksd.org,509.222.6528,46.179334,-119.195021,Benton,4,8
